age,race,sex,priors_count,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,juv_other_count,two_year_recid,decile_score,score_text,charge_degree,sex_male
52,Caucasian,Male,7,F,Resist Officer w/Violence,0,0,0,0,2,Low,1,1
56,African-American,Male,3,M,Battery,0,0,0,1,2,Low,0,1
46,Caucasian,Male,7,F,Grand Theft (Motor Vehicle),0,0,0,1,6,Medium,1,1
38,Caucasian,Male,5,F,Attempted Robbery  Weapon,0,0,0,1,1,Low,1,1
47,Caucasian,Male,3,M,Petit Theft,0,0,0,0,5,Medium,0,1
32,Caucasian,Male,0,F,Burglary Dwelling Occupied,0,0,0,0,1,Low,1,1
34,African-American,Male,27,M,Battery,0,1,0,0,7,Medium,0,1
42,African-American,Male,5,F,Felony Battery w/Prior Convict,0,0,0,0,6,Medium,1,1
35,African-American,Female,0,M,Battery on a Person Over 65,0,0,0,1,1,Low,0,0
20,Caucasian,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,1,10,High,1,1
32,Caucasian,Female,2,F,Possession of Cocaine,0,0,0,1,10,High,1,0
21,Caucasian,Male,0,M,Possess Cannabis/20 Grams Or Less,0,0,1,0,5,Medium,0,1
24,African-American,Male,0,M,Driving Under The Influence,0,0,0,1,2,Low,0,1
24,African-American,Male,1,M,Prowling/Loitering,0,0,0,1,9,High,0,1
26,African-American,Male,0,M,Possess Cannabis/20 Grams Or Less,0,0,0,1,3,Low,0,1
52,Caucasian,Male,8,F,arrest case no charge,0,0,0,0,2,Low,1,1
27,African-American,Male,1,M,Battery,0,0,0,0,2,Low,0,1
27,Caucasian,Female,0,M,Battery,0,0,0,0,5,Medium,0,0
56,Caucasian,Male,0,F,Retail Theft $300 1st Offense,0,0,0,0,1,Low,1,1
52,Caucasian,Male,16,F,Possession of Hydrocodone,0,0,0,1,9,High,1,1
37,African-American,Male,3,F,Aiding Escape,0,0,0,1,1,Low,1,1
45,African-American,Male,0,M,Interfere W/Traf Cont Dev RR,0,0,0,0,1,Low,0,1
36,Caucasian,Female,3,F,arrest case no charge,0,0,0,1,6,Medium,1,0
29,African-American,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,0,2,Low,1,0
21,Hispanic,Male,0,F,arrest case no charge,0,0,0,0,3,Low,1,1
20,Other,Male,3,M,Battery,0,2,1,1,2,Low,0,1
27,African-American,Male,11,F,Felony Battery w/Prior Convict,0,1,0,0,8,High,1,1
28,African-American,Male,11,F,Possession of Cocaine,1,0,1,1,8,High,1,1
38,African-American,Male,4,M,Susp Drivers Lic 1st Offense,0,0,0,0,1,Low,0,1
30,Other,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,1,Low,1,1
19,African-American,Female,1,F,Burglary Unoccupied Dwelling,0,0,0,1,9,High,1,0
37,Caucasian,Female,1,F,Possession Of Methamphetamine,0,0,0,0,1,Low,1,0
34,African-American,Male,0,M,Battery,0,0,0,1,1,Low,0,1
37,Caucasian,Male,7,F,Felony Petit Theft,0,0,0,1,8,High,1,1
21,African-American,Male,1,F,Purchase Cannabis,0,0,1,0,8,High,1,1
21,African-American,Male,0,F,Robbery / No Weapon,0,0,0,1,9,High,1,1
38,Caucasian,Female,3,F,arrest case no charge,0,0,0,0,4,Low,1,0
47,African-American,Male,1,M,Battery,0,0,0,0,4,Low,0,1
56,Caucasian,Male,3,F,Battery on a Person Over 65,0,0,0,0,2,Low,1,1
27,African-American,Male,2,F,Tamper With Witness/Victim/CI,0,0,0,1,7,Medium,1,1
23,African-American,Male,0,M,Driving Under The Influence,0,0,0,0,8,High,0,1
57,Caucasian,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,1,Low,1,1
25,African-American,Male,9,F,arrest case no charge,0,1,0,0,7,Medium,1,1
23,African-American,Female,2,F,Battery on Law Enforc Officer,0,0,0,1,10,High,1,0
32,African-American,Male,8,F,arrest case no charge,0,0,0,1,10,High,1,1
36,African-American,Female,2,M,Viol Prot Injunc Repeat Viol,0,0,0,0,5,Medium,0,0
41,African-American,Male,5,M,Driving License Suspended,0,0,0,0,5,Medium,0,1
39,Other,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,0,1,Low,1,0
21,African-American,Male,1,F,arrest case no charge,0,0,0,1,6,Medium,1,1
31,African-American,Male,2,M,Susp Drivers Lic 1st Offense,0,0,0,0,4,Low,0,1
37,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
27,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,2,Low,1,1
22,African-American,Male,2,F,Possession Of Alprazolam,0,0,0,1,4,Low,1,1
59,Caucasian,Male,2,F,Possession Of Methamphetamine,0,0,0,0,1,Low,1,1
33,African-American,Female,0,F,Possession of Cocaine,0,0,0,1,9,High,1,0
43,African-American,Female,2,F,Possession of Cocaine,0,0,0,0,3,Low,1,0
25,Caucasian,Male,5,F,Resist Officer w/Violence,0,0,0,1,4,Low,1,1
23,African-American,Male,3,F,Burglary Unoccupied Dwelling,0,0,0,1,5,Medium,1,1
43,Caucasian,Female,3,M,Viol Injunct Domestic Violence,0,0,0,1,2,Low,0,0
56,Caucasian,Male,9,M,Battery,0,0,0,1,1,Low,0,1
20,African-American,Female,1,F,Felony Petit Theft,0,0,0,1,8,High,1,0
50,African-American,Male,2,M,Ride Tri-Rail Without Paying,0,0,0,1,5,Medium,0,1
54,Caucasian,Female,1,M,Driving Under The Influence,0,0,0,0,2,Low,0,0
20,African-American,Male,1,F,Grand Theft (Motor Vehicle),0,0,0,1,10,High,1,1
36,Other,Male,3,M,Viol Injunct Domestic Violence,0,0,0,1,4,Low,0,1
36,African-American,Female,3,F,Poss Pyrrolidinovalerophenone,0,0,0,1,6,Medium,1,0
56,African-American,Male,0,M,Tresspass in Structure or Conveyance,0,0,0,0,4,Low,0,1
25,African-American,Male,2,F,Possession of Cocaine,1,0,0,0,9,High,1,1
42,Caucasian,Female,1,F,Fail To Redeliv Hire/Leas Prop,0,0,0,1,3,Low,1,0
48,African-American,Male,4,F,Grand Theft in the 3rd Degree,0,0,0,0,6,Medium,1,1
34,African-American,Male,21,M,Battery,1,0,0,1,10,High,0,1
28,Caucasian,Male,0,F,Traffick Oxycodone     4g><14g,0,0,0,0,2,Low,1,1
32,Caucasian,Male,1,F,Burglary Structure Unoccup,0,0,0,0,3,Low,1,1
31,Caucasian,Female,2,F,Grand Theft (Motor Vehicle),0,0,0,0,1,Low,1,0
24,African-American,Female,4,F,Possession of Cocaine,0,0,0,1,9,High,1,0
25,Caucasian,Female,0,F,Possession of Hydromorphone,0,0,0,1,4,Low,1,0
32,Caucasian,Female,4,F,Resist Officer w/Violence,0,0,1,0,2,Low,1,0
37,African-American,Male,20,F,Driving While License Revoked,0,0,0,1,9,High,1,1
24,African-American,Male,1,F,Battery on Law Enforc Officer,0,0,0,1,3,Low,1,1
48,African-American,Male,0,M,Felony Battery (Dom Strang),0,0,0,0,1,Low,0,1
35,African-American,Male,1,F,Possession of Cocaine,0,0,0,0,2,Low,1,1
21,African-American,Male,1,F,Attempted Burg/Convey/Unocc,0,0,0,1,4,Low,1,1
21,African-American,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,1,10,High,1,0
27,Caucasian,Female,0,F,Grand Theft in the 3rd Degree,0,0,0,1,2,Low,1,0
22,African-American,Male,0,F,Att Burgl Unoccupied Dwel,0,0,0,0,2,Low,1,1
28,African-American,Male,4,F,Pos Cannabis W/Intent Sel/Del,0,0,0,0,5,Medium,1,1
26,African-American,Male,0,M,Operating W/O Valid License,0,0,0,0,2,Low,0,1
23,Other,Male,0,M,Felony Battery (Dom Strang),0,0,0,1,2,Low,0,1
34,Caucasian,Male,0,F,Possession of Oxycodone,0,0,0,0,2,Low,1,1
22,African-American,Male,3,F,Agg Assault W/int Com Fel Dome,0,0,0,0,9,High,1,1
30,Other,Male,5,F,False Imprisonment,0,0,0,1,5,Medium,1,1
44,Caucasian,Male,5,F,arrest case no charge,0,0,0,0,2,Low,1,1
57,Caucasian,Male,1,F,Aggravated Assault w/Firearm,0,0,0,0,2,Low,1,1
22,African-American,Male,0,F,Criminal Mischief,0,0,1,1,8,High,1,1
24,African-American,Male,7,F,Aggravated Battery / Pregnant,0,0,0,1,8,High,1,1
20,Caucasian,Male,0,F,Possession of Cocaine,0,0,0,0,4,Low,1,1
53,Hispanic,Male,1,M,Petit Theft,0,0,0,1,1,Low,0,1
60,African-American,Male,13,F,Possession Of Heroin,0,0,0,0,3,Low,1,1
22,African-American,Female,2,F,Agg Battery Grt/Bod/Harm,0,0,0,0,5,Medium,1,0
43,Hispanic,Male,0,M,Battery,0,0,0,0,1,Low,0,1
72,Caucasian,Male,7,F,Robbery Sudd Snatch No Weapon,0,0,0,0,4,Low,1,1
33,African-American,Male,3,F,Possession of Cocaine,0,0,0,1,5,Medium,1,1
24,African-American,Male,1,F,Burglary Structure Unoccup,0,0,0,1,4,Low,1,1
60,African-American,Male,0,F,Att Burgl Struc/Conv Dwel/Occp,0,0,0,0,1,Low,1,1
24,Caucasian,Male,3,F,Aggravated Battery / Pregnant,0,0,0,1,5,Medium,1,1
30,African-American,Male,1,M,Battery,0,0,0,0,4,Low,0,1
43,Caucasian,Female,0,M,Battery,0,0,0,0,6,Medium,0,0
48,Hispanic,Male,1,M,Battery,0,0,0,0,1,Low,0,1
54,Other,Male,0,M,Battery,0,0,0,0,1,Low,0,1
45,African-American,Male,1,M,Battery,0,0,0,0,1,Low,0,1
36,Other,Male,0,F,Driving While License Revoked,0,0,0,0,4,Low,1,1
31,Caucasian,Male,1,M,Driving Under The Influence,0,0,0,0,1,Low,0,1
40,African-American,Male,0,M,Battery,0,0,0,0,1,Low,0,1
50,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
26,Other,Female,1,M,arrest case no charge,0,0,0,0,6,Medium,0,0
41,African-American,Male,7,F,arrest case no charge,0,0,0,0,4,Low,1,1
34,Caucasian,Male,5,F,"Poss3,4 Methylenedioxymethcath",0,0,1,1,6,Medium,1,1
28,Caucasian,Female,0,F,Possession of Cocaine,0,0,0,0,6,Medium,1,0
23,Caucasian,Male,2,F,Neglect Child / No Bodily Harm,0,0,2,1,9,High,1,1
37,Hispanic,Female,0,M,Battery,0,0,0,1,1,Low,0,0
35,Hispanic,Male,5,M,Reckless Driving,0,0,0,0,2,Low,0,1
21,Caucasian,Male,1,F,Burglary Conveyance Unoccup,0,0,1,1,6,Medium,1,1
22,African-American,Female,2,M,Battery,0,1,0,1,8,High,0,0
29,African-American,Male,6,F,Possession of Cocaine,0,0,0,1,8,High,1,1
30,African-American,Female,0,M,Battery,0,0,0,0,2,Low,0,0
45,Caucasian,Male,3,M,Battery,0,0,0,1,3,Low,0,1
24,African-American,Female,2,F,Forging Bank Bills/Promis Note,0,0,0,0,4,Low,1,0
31,Caucasian,Male,4,F,Felony Battery w/Prior Convict,0,0,0,1,8,High,1,1
56,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
24,African-American,Male,14,F,Grand Theft (Motor Vehicle),0,4,0,1,10,High,1,1
38,African-American,Male,11,F,Felony Batt(Great Bodily Harm),0,0,0,0,6,Medium,1,1
51,African-American,Male,22,F,arrest case no charge,0,0,0,1,9,High,1,1
22,Caucasian,Male,0,F,Agg Battery Grt/Bod/Harm,0,0,0,0,3,Low,1,1
28,African-American,Male,5,M,arrest case no charge,0,0,0,0,8,High,0,1
47,African-American,Male,19,F,Possession of Cocaine,0,0,1,1,8,High,1,1
51,African-American,Male,0,M,Viol Injunct Domestic Violence,0,0,0,1,4,Low,0,1
25,Caucasian,Male,1,M,Battery,0,0,0,0,3,Low,0,1
53,Hispanic,Male,1,F,Driving While License Revoked,0,0,0,0,1,Low,1,1
30,African-American,Male,0,F,Grand Theft in the 3rd Degree,0,0,0,0,1,Low,1,1
33,Caucasian,Male,0,F,Possession of Cocaine,0,0,0,1,6,Medium,1,1
35,African-American,Male,5,F,Aggrav Stalking After Injunctn,0,0,0,1,4,Low,1,1
33,African-American,Female,0,F,Neglect Child / No Bodily Harm,0,0,0,0,2,Low,1,0
59,Other,Male,1,M,Battery,0,0,0,0,1,Low,0,1
33,Caucasian,Female,1,F,arrest case no charge,0,0,0,0,7,Medium,1,0
27,African-American,Male,2,F,arrest case no charge,0,0,0,1,7,Medium,1,1
29,African-American,Female,9,F,Poss Anti-Shoplifting Device,0,0,0,1,7,Medium,1,0
24,African-American,Male,3,F,Aggravated Assault W/Dead Weap,0,0,3,1,10,High,1,1
43,African-American,Male,5,F,Poss Wep Conv Felon,0,0,0,0,9,High,1,1
37,African-American,Male,11,M,Battery,0,0,0,1,7,Medium,0,1
53,African-American,Male,13,F,Poss of Cocaine W/I/D/S 1000FT Park,0,0,0,0,7,Medium,1,1
26,African-American,Male,4,F,"Poss3,4 Methylenedioxymethcath",0,0,0,1,8,High,1,1
30,Caucasian,Female,1,M,Petit Theft $100- $300,0,0,0,0,3,Low,0,0
27,African-American,Male,6,F,Fabricating Physical Evidence,0,0,0,1,7,Medium,1,1
39,Caucasian,Male,9,F,Possession of Cocaine,0,0,0,1,5,Medium,1,1
37,Caucasian,Male,4,M,Aggravated Battery / Pregnant,0,0,0,1,4,Low,0,1
22,Caucasian,Male,3,M,Battery,0,0,0,1,10,High,0,1
25,Caucasian,Male,0,F,Possession Of Heroin,0,0,0,0,6,Medium,1,1
26,Hispanic,Male,1,F,arrest case no charge,0,0,0,0,5,Medium,1,1
28,Caucasian,Female,0,M,DOC/Cause Public Danger,0,0,0,0,6,Medium,0,0
25,African-American,Male,0,M,Battery,0,0,0,1,5,Medium,0,1
58,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
29,Caucasian,Female,1,M,Driving Under The Influence,0,0,0,1,5,Medium,0,0
33,African-American,Male,8,F,Aggravated Assault W/Dead Weap,0,0,0,0,5,Medium,1,1
38,African-American,Male,0,F,arrest case no charge,0,0,0,0,1,Low,1,1
38,Caucasian,Male,2,F,Possession Of Heroin,0,0,0,0,3,Low,1,1
59,African-American,Male,22,F,Felony Petit Theft,0,0,0,1,6,Medium,1,1
29,Other,Male,4,M,Battery,0,0,0,1,5,Medium,0,1
53,Caucasian,Male,0,M,Battery,0,0,0,1,2,Low,0,1
33,African-American,Male,2,F,Aggrav Battery w/Deadly Weapon,0,0,0,1,8,High,1,1
58,Caucasian,Male,1,M,Battery,0,0,0,0,1,Low,0,1
53,Caucasian,Male,2,F,Fail Sex Offend Report Bylaw,0,0,0,0,4,Low,1,1
32,Caucasian,Male,0,M,Petit Theft,0,0,0,1,6,Medium,0,1
35,African-American,Male,6,F,Uttering a Forged Instrument,0,0,0,1,8,High,1,1
39,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
36,Hispanic,Male,1,M,Extradition/Defendants,0,0,0,0,9,High,0,1
42,Caucasian,Female,5,M,arrest case no charge,0,0,0,1,4,Low,0,0
37,African-American,Male,0,M,Tresspass Struct/Conveyance,0,0,0,0,2,Low,0,1
39,Caucasian,Male,0,F,Fleeing Or Attmp Eluding A Leo,0,0,0,0,1,Low,1,1
52,Caucasian,Female,3,M,Driving Under The Influence,0,0,0,0,1,Low,0,0
60,Other,Male,1,M,Battery,0,0,0,0,1,Low,0,1
37,Hispanic,Male,2,M,Aggravated Battery / Pregnant,0,0,0,0,1,Low,0,1
42,Caucasian,Male,4,F,Burglary Conveyance Unoccup,0,0,0,1,1,Low,1,1
23,African-American,Male,6,F,Possession of Cocaine,0,0,0,1,6,Medium,1,1
42,African-American,Female,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,1,1,Low,0,0
28,African-American,Male,5,F,Possession of Cocaine,0,0,0,0,4,Low,1,1
38,Caucasian,Male,12,F,Grand Theft of the 2nd Degree,0,0,0,0,5,Medium,1,1
43,African-American,Female,2,F,Grand Theft in the 3rd Degree,0,0,0,1,2,Low,1,0
42,African-American,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,5,Medium,1,1
25,Caucasian,Female,0,M,Battery,0,0,0,0,3,Low,0,0
32,African-American,Male,7,F,Grand Theft (Motor Vehicle),0,0,0,1,9,High,1,1
21,African-American,Male,0,F,Resist Officer w/Violence,0,0,0,1,6,Medium,1,1
35,Caucasian,Female,1,M,Battery,0,0,0,0,5,Medium,0,0
37,Caucasian,Male,0,F,Burglary Conveyance Unoccup,0,0,0,0,5,Medium,1,1
33,African-American,Female,2,F,Failure To Return Hired Vehicle,0,0,0,0,2,Low,1,0
51,Caucasian,Female,4,F,arrest case no charge,0,0,0,0,3,Low,1,0
39,Caucasian,Male,3,F,Possession of Hydromorphone,0,0,0,0,4,Low,1,1
35,Hispanic,Male,5,M,Viol Pretrial Release Dom Viol,0,0,0,1,6,Medium,0,1
40,African-American,Male,3,F,Felony Battery (Dom Strang),0,0,0,0,7,Medium,1,1
32,African-American,Male,17,F,Possession of Cocaine,0,0,0,1,8,High,1,1
32,Caucasian,Male,3,F,"Poss3,4 Methylenedioxymethcath",0,0,0,1,6,Medium,1,1
37,Other,Male,0,M,Battery,0,0,0,0,1,Low,0,1
32,African-American,Male,10,F,Felony Driving While Lic Suspd,0,0,0,1,6,Medium,1,1
47,Caucasian,Male,5,M,Viol Injunct Domestic Violence,0,0,0,1,3,Low,0,1
23,Caucasian,Female,0,M,Poss Of Controlled Substance,0,0,0,0,7,Medium,0,0
63,Caucasian,Male,10,F,Corrupt Public Servant,0,0,0,1,4,Low,1,1
38,African-American,Male,16,F,Poss of Cocaine W/I/D/S 1000FT Park,0,1,0,1,9,High,1,1
32,African-American,Male,6,M,Battery,0,0,0,1,5,Medium,0,1
31,African-American,Male,4,F,Tampering With Physical Evidence,0,0,0,1,8,High,1,1
23,African-American,Male,0,F,"Deliver 3,4 Methylenediox",0,0,0,0,3,Low,1,1
38,Hispanic,Male,1,M,Operating W/O Valid License,0,0,0,0,5,Medium,0,1
47,Caucasian,Female,0,M,Battery,0,0,0,0,1,Low,0,0
33,Caucasian,Male,1,F,arrest case no charge,0,0,0,1,8,High,1,1
22,Caucasian,Male,1,F,Grand Theft (Motor Vehicle),0,0,0,0,4,Low,1,1
40,Caucasian,Male,0,M,Battery,0,0,0,1,1,Low,0,1
36,African-American,Male,14,F,Burglary Conveyance Unoccup,10,0,0,1,7,Medium,1,1
65,Caucasian,Female,0,M,DUI Property Damage/Injury,0,0,0,0,1,Low,0,0
22,African-American,Female,0,M,Battery,0,0,0,0,3,Low,0,0
34,Hispanic,Male,0,M,DUI Level 0.15 Or Minor In Veh,0,0,0,0,1,Low,0,1
38,Hispanic,Female,0,F,Felony Driving While Lic Suspd,0,0,0,0,1,Low,1,0
26,Caucasian,Female,4,F,Possession Of Alprazolam,0,0,0,1,3,Low,1,0
20,Hispanic,Male,0,M,Battery,0,0,0,1,4,Low,0,1
49,Hispanic,Male,0,F,Resist Officer w/Violence,0,0,0,0,1,Low,1,1
52,Caucasian,Male,2,F,Grand Theft in the 3rd Degree,0,0,0,1,9,High,1,1
25,Other,Male,2,M,Battery,0,0,0,1,2,Low,0,1
34,African-American,Male,5,F,Agg Assault W/int Com Fel Dome,0,0,0,0,1,Low,1,1
33,African-American,Male,1,M,Battery,0,0,0,1,1,Low,0,1
21,African-American,Male,1,F,Carrying Concealed Firearm,0,1,2,0,7,Medium,1,1
46,African-American,Male,9,F,Pos Cannabis W/Intent Sel/Del,0,0,0,0,4,Low,1,1
57,Caucasian,Male,1,M,DUI Property Damage/Injury,0,0,0,0,4,Low,0,1
22,African-American,Male,2,F,Possession of Cocaine,0,0,1,1,3,Low,1,1
48,Caucasian,Female,1,M,Driving Under The Influence,0,0,0,1,1,Low,0,0
40,African-American,Male,21,F,Felony Battery,0,0,0,0,5,Medium,1,1
30,African-American,Female,1,F,arrest case no charge,0,0,0,0,2,Low,1,0
21,Caucasian,Male,4,M,Battery,0,1,0,1,7,Medium,0,1
39,African-American,Female,22,F,Possession of Cocaine,0,2,0,1,10,High,1,0
33,Caucasian,Female,0,M,Possess Cannabis/20 Grams Or Less,0,0,0,1,6,Medium,0,0
24,African-American,Male,0,F,Aggravated Assault W/dead Weap,0,0,0,0,3,Low,1,1
43,African-American,Male,0,F,Contradict Statement,0,0,0,1,1,Low,1,1
45,Caucasian,Female,0,M,Battery,0,0,0,0,1,Low,0,0
51,African-American,Male,3,F,DWI w/Inj Susp Lic / Habit Off,0,0,0,0,3,Low,1,1
31,African-American,Male,9,M,Battery,0,0,0,1,7,Medium,0,1
27,Caucasian,Male,0,M,Battery,0,0,0,0,2,Low,0,1
32,African-American,Male,1,F,arrest case no charge,0,0,0,0,2,Low,1,1
49,Caucasian,Male,0,M,DUI Property Damage/Injury,0,0,0,0,1,Low,0,1
29,African-American,Male,2,F,Grand Theft in the 3rd Degree,0,0,0,0,3,Low,1,1
23,African-American,Male,2,F,Aggravated Battery / Pregnant,0,1,0,1,6,Medium,1,1
30,Asian,Male,6,M,Battery,0,0,0,0,3,Low,0,1
30,Caucasian,Male,0,M,DUI Property Damage/Injury,0,0,0,0,4,Low,0,1
34,African-American,Male,13,F,Possession Of Alprazolam,0,0,0,1,4,Low,1,1
33,African-American,Male,4,F,Felony Driving While Lic Suspd,0,0,0,0,6,Medium,1,1
28,African-American,Male,1,M,Battery,0,0,0,0,2,Low,0,1
29,African-American,Male,1,F,Stalking (Aggravated),0,0,0,0,8,High,1,1
38,Caucasian,Male,0,M,DUI Blood Alcohol Above 0.20,0,0,0,0,1,Low,0,1
37,Caucasian,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,3,Low,1,1
33,Caucasian,Female,0,M,DUI Property Damage/Injury,0,0,0,1,1,Low,0,0
30,Hispanic,Male,0,F,Agg Battery Grt/Bod/Harm,0,0,0,0,2,Low,1,1
51,African-American,Male,19,F,Felony Petit Theft,1,0,1,0,9,High,1,1
65,African-American,Male,7,M,Possess Cannabis/20 Grams Or Less,0,0,0,0,5,Medium,0,1
32,African-American,Female,1,M,Battery,0,0,0,0,1,Low,0,0
38,Caucasian,Male,5,F,Grand Theft in the 3rd Degree,0,0,0,1,7,Medium,1,1
35,African-American,Male,1,F,Poss Contr Subst W/o Prescript,0,0,0,0,4,Low,1,1
57,Caucasian,Male,1,F,Aggrav Battery w/Deadly Weapon,0,0,0,0,1,Low,1,1
26,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,3,Low,1,1
36,African-American,Female,4,M,Battery,2,0,0,1,6,Medium,0,0
33,Hispanic,Female,2,F,Poss Alprazolam W/int Sell/Del,0,0,0,1,4,Low,1,0
35,Caucasian,Male,3,F,Possession of Cocaine,0,0,0,1,5,Medium,1,1
33,African-American,Male,0,F,Grand Theft (Motor Vehicle),0,0,0,0,1,Low,1,1
47,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
53,Hispanic,Female,0,M,Battery,0,0,0,0,1,Low,0,0
35,Caucasian,Male,1,M,Assault,0,0,0,1,4,Low,0,1
36,African-American,Female,1,F,Possession of Cocaine,0,0,0,1,3,Low,1,0
25,Caucasian,Female,0,M,Battery,0,0,0,0,3,Low,0,0
52,Hispanic,Male,10,F,Felony Battery w/Prior Convict,0,0,0,0,6,Medium,1,1
51,Caucasian,Male,6,F,Possession of Cocaine,0,0,0,1,3,Low,1,1
24,African-American,Male,8,F,Grand Theft (Motor Vehicle),0,0,4,1,8,High,1,1
32,Caucasian,Male,0,F,Possession Burglary Tools,0,0,0,1,2,Low,1,1
43,African-American,Male,8,F,Felony Petit Theft,0,0,0,1,7,Medium,1,1
45,African-American,Male,20,M,arrest case no charge,1,0,1,0,7,Medium,0,1
42,African-American,Male,10,M,Driving License Suspended,0,0,0,1,5,Medium,0,1
22,African-American,Male,1,F,Grand Theft in the 3rd Degree,0,0,0,1,7,Medium,1,1
49,African-American,Male,4,F,Possession of Cocaine,0,0,0,0,4,Low,1,1
42,African-American,Male,0,F,Possession Of Heroin,0,0,0,1,1,Low,1,1
40,Caucasian,Male,0,M,Petit Theft,0,0,0,1,8,High,0,1
25,African-American,Male,2,F,Aggravated Assault W/dead Weap,0,1,0,1,7,Medium,1,1
25,Caucasian,Male,0,M,Viol Injunct Domestic Violence,0,0,0,1,5,Medium,0,1
23,African-American,Male,0,F,Felony Battery (Dom Strang),0,0,0,0,5,Medium,1,1
21,Caucasian,Male,2,F,Felony Driving While Lic Suspd,0,0,0,1,7,Medium,1,1
31,Caucasian,Male,3,M,Battery,0,0,0,0,5,Medium,0,1
28,African-American,Female,0,M,Battery,0,0,0,0,2,Low,0,0
24,African-American,Male,11,F,Grand Theft in the 3rd Degree,0,0,0,1,9,High,1,1
45,Caucasian,Male,0,F,Att Burgl Unoccupied Dwel,0,0,0,0,1,Low,1,1
23,African-American,Male,2,M,Battery,0,0,0,1,4,Low,0,1
39,African-American,Male,7,F,Aggravated Battery / Pregnant,0,0,0,1,8,High,1,1
24,African-American,Male,1,F,Grand Theft in the 3rd Degree,0,1,0,0,2,Low,1,1
46,Caucasian,Male,1,F,arrest case no charge,0,0,0,0,1,Low,1,1
47,Caucasian,Male,3,F,Resist Officer w/Violence,0,0,0,0,1,Low,1,1
22,African-American,Male,1,M,Possess Cannabis/20 Grams Or Less,0,0,1,1,4,Low,0,1
34,Caucasian,Female,0,M,Battery,0,0,0,0,2,Low,0,0
33,Caucasian,Male,0,M,Driving Under The Influence,0,0,0,1,1,Low,0,1
29,African-American,Male,16,F,Fleeing Or Attmp Eluding A Leo,0,0,1,1,10,High,1,1
34,Hispanic,Male,3,M,Battery,0,0,0,0,2,Low,0,1
29,African-American,Male,0,M,Battery,0,0,0,0,6,Medium,0,1
25,Caucasian,Female,2,M,Unlaw Lic Use/Disply Of Others,0,0,0,1,3,Low,0,0
34,Caucasian,Male,16,F,Felony Battery (Dom Strang),0,0,0,1,6,Medium,1,1
55,African-American,Female,1,F,Pos Cannabis W/Intent Sel/Del,0,0,0,0,1,Low,1,0
27,African-American,Male,0,F,Aggravated Battery / Pregnant,0,0,0,1,4,Low,1,1
26,African-American,Male,0,M,arrest case no charge,0,0,0,0,3,Low,0,1
39,African-American,Male,19,F,Driving While License Revoked,2,2,1,1,9,High,1,1
24,African-American,Male,1,F,Possession of Codeine,0,0,0,0,7,Medium,1,1
29,Caucasian,Male,0,M,Battery,0,0,0,0,2,Low,0,1
50,African-American,Male,13,F,Grand Theft in the 3rd Degree,0,0,0,1,1,Low,1,1
25,Hispanic,Male,2,F,Grand Theft in the 3rd Degree,0,0,0,1,5,Medium,1,1
31,African-American,Male,4,F,arrest case no charge,0,0,0,1,5,Medium,1,1
31,Other,Male,0,M,Battery,0,0,0,0,2,Low,0,1
26,Caucasian,Male,2,F,Possession of Cannabis,1,0,0,0,6,Medium,1,1
54,Caucasian,Male,2,F,arrest case no charge,0,0,0,0,2,Low,1,1
33,African-American,Male,14,F,Possession of Cocaine,0,0,0,1,8,High,1,1
22,African-American,Male,0,M,Battery,0,0,0,1,4,Low,0,1
35,African-American,Male,8,F,Driving While License Revoked,0,1,0,0,9,High,1,1
30,Other,Female,4,F,arrest case no charge,0,0,0,1,7,Medium,1,0
25,African-American,Male,0,F,Felony Driving While Lic Suspd,0,0,0,0,2,Low,1,1
25,African-American,Male,0,F,"Del 3,4 Methylenedioxymethcath",0,0,0,0,5,Medium,1,1
44,African-American,Male,0,F,Possession Of Methamphetamine,0,0,0,1,2,Low,1,1
29,Caucasian,Female,2,F,Uttering a Forged Instrument,0,0,0,1,7,Medium,1,0
46,Caucasian,Male,2,F,arrest case no charge,0,0,0,1,3,Low,1,1
53,Caucasian,Male,0,M,Battery,0,0,0,0,1,Low,0,1
24,African-American,Male,2,F,Driving While License Revoked,0,0,0,1,7,Medium,1,1
52,African-American,Female,2,F,Possession of Cocaine,0,0,0,1,1,Low,1,0
